Complaint ID,Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company,State,Submitted via,Date sent to company,Company response to consumer,Timely response?
4348174,5/4/2021,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,I contacted TransUnion on Tuesday XX/XX/2021 starting at XXXX XXXX XXXX  regarding unauthorized inquires that have appeared on my credit file through the last 2 years ( XXXX ). Each representative that I spoke with and the supervisor XXXX XXXX XXXX were unwilling to help me.,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OH,Web,5/4/2021,Closed with explanation,Yes
3807667,8/21/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Accounts on my 3 credit reports are reported as charged off when actually all of the accounts were discharged in Chapter XXXX Bankruptcy on XX/XX/2018 Case Number XXXX. In my previous dispute I submitted Bankruptcy Declaration and Discharge to prove my claim. I'm attaching more supporting documents with this new claim,"EQUIFAX, INC.",CA,Web,8/21/2020,Closed with explanation,Yes
11092216,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes
3807793,8/21/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NV,Web,8/21/2020,Closed with explanation,Yes
3809018,8/22/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,"EQUIFAX, INC.",CA,Web,8/22/2020,Closed with explanation,Yes
10897565,11/22/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,LEXISNEXIS,TX,Web,11/22/2024,Closed with explanation,Yes
10869703,11/19/2024,"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,,,"Coinbase, Inc.",CA,Web,11/22/2024,Closed with explanation,Yes
4350810,5/4/2021,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,"On XX/XX/2021 I sent a letter re : inaccurate and unknown things on my credit report. It has been over 60 days and I have not received a response yet. I feel like I am being ignored and taken advantage of regarding my disputes. Section 611 ( a ) clearly states that a failure to investigate these items within 30 days gives reason to immediately remove those items from my credit report. It has been over 60 days so they should be promptly deleted.I am distressed that you have included the information below in my credit profile and that you have failed to maintain reasonable procedures in your operations to assure maximum possible accuracy in the credit reports you publish. Credit reporting laws ensure that bureaus report only 100 % accurate credit information. Furthermore, In accordance with The Fair Credit Reporting Act, Public law 91-506, Title VI, Section 611, Subsection A-D, please provide the names and business addresses of each individual with whom you verified the above, so that I may follow up. Every step must be taken to assure the information reported is completely accurate and correct. The following information therefore needs to be re-investigated. This has really caused me a lot of stress and strain and I demand that these accounts be deleted immediately or I will file for litigation. My information was also impacted by the Equifax data breach and may have gotten into the hands of the wrong person.","EQUIFAX, INC.",SC,Web,5/4/2021,Closed with explanation,Yes
10896322,11/22/2024,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt is not yours,,Resurgent Capital Services L.P.,CA,Web,11/22/2024,Closed with non-monetary relief,Yes
10903847,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,Experian Information Solutions Inc.,CA,Web,11/23/2024,In progress,Yes
10903814,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Experian Information Solutions Inc.,TX,Web,11/23/2024,In progress,Yes
10903818,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,Experian Information Solutions Inc.,VA,Web,11/23/2024,In progress,Yes
10897327,11/22/2024,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt is not yours,,Resurgent Capital Services L.P.,CA,Web,11/22/2024,Closed with explanation,Yes
10903772,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Experian Information Solutions Inc.,MA,Web,11/23/2024,In progress,Yes
4348687,5/4/2021,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Public record information inaccurate,,Experian Information Solutions Inc.,IN,Web,5/4/2021,Closed with non-monetary relief,Yes
11092431,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,"EQUIFAX, INC.",AZ,Web,12/10/2024,In progress,Yes
10903852,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Experian Information Solutions Inc.,MA,Web,11/23/2024,In progress,Yes
10903860,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Experian Information Solutions Inc.,FL,Web,11/23/2024,In progress,Yes
10903864,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Experian Information Solutions Inc.,MA,Web,11/23/2024,In progress,Yes
10903865,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,Experian Information Solutions Inc.,TN,Web,11/23/2024,In progress,Yes
10903869,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Experian Information Solutions Inc.,NJ,Web,11/23/2024,In progress,Yes
10903879,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,Experian Information Solutions Inc.,WI,Web,11/23/2024,In progress,Yes
11092488,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,"EQUIFAX, INC.",MI,Web,12/10/2024,In progress,Yes
11092490,12/10/2024,"Payday loan, title loan, personal loan, or advance loan",Installment loan,Problem when making payments,,,OneMain Finance Corporation,IL,Web,12/10/2024,In progress,Yes
11092506,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,"EQUIFAX, INC.",PA,Web,12/10/2024,In progress,Yes
11092515,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",AL,Web,12/10/2024,In progress,Yes
10903882,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Experian Information Solutions Inc.,IL,Web,11/23/2024,In progress,Yes
4350735,5/4/2021,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,"Im submitting this complaint against XXXX, Equifax, and XXXX  due to their total disregard for my consumer rights under the FCRA/FCBA/FDCPA. For several months now, I've been disputing inaccurate and unverifiable information showing up on my credit report by this company. I have requested intimate information about the alleged accounts, including a copy of an agreement with my signature on it, but I have yet to receive anything. These companies continue to electronically verify these "" ghost '' accounts without providing any legally binding evidence, such as a signed contract and complete accounting of the record, as required by law. They're clearly lying and thus the reason Im asking for proof. However, these companies refuse to provide it, which is not right and is not compliant with the FCRA/FDCPA. Im absolutely fed up. My life has been in complete ruin as a result of this. It's causing enormous mental and financial distress, preventing me from getting approved from credit that I am rightfully entitled to, and not to mention the ample amount of time that I must take out to try and resolve this matter myself. This has brought a great deal of harm to my family as a whole as well. Ive just had enough! Please help! I hope to hear from you soon.","EQUIFAX, INC.",NY,Web,5/4/2021,Closed with explanation,Yes
11092554,12/10/2024,Debt collection,Other debt,Written notification about debt,Didn't receive enough information to verify debt,,NAVY FEDERAL CREDIT UNION,CO,Phone,12/10/2024,In progress,Yes
11092561,12/10/2024,Debt collection,I do not know,Written notification about debt,Notification didn't disclose it was an attempt to collect a debt,,"EQUIFAX, INC.",NE,Web,12/10/2024,In progress,Yes
10903885,11/23/2024,"Payday loan, title loan, personal loan, or advance loan",Installment loan,Struggling to pay your loan,,,"Affirm Holdings, Inc",TX,Web,11/23/2024,In progress,Yes
10903893,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,,"Exeter Finance, LLC.",TN,Web,11/23/2024,Closed with explanation,Yes
10903894,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Experian Information Solutions Inc.,AZ,Web,11/23/2024,In progress,Yes
10903899,11/23/2024,Debt collection,Auto debt,Written notification about debt,Didn't receive notice of right to dispute,,NISSAN MOTOR ACCEPTANCE COMPANY LLC,AR,Web,11/23/2024,In progress,Yes
11092727,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes
10903900,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Experian Information Solutions Inc.,CA,Web,11/23/2024,In progress,Yes
4350914,5/4/2021,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt was paid,"American Express has blacklisted me after 40 years of being a loyal card member. Although I have been black listed I am paying off my American Express cards and not late with any payments. Despite my paying off the balance of the Am-Ex cards in a timely manner American Express has contracted a collection angency, who is calling/harassing me to collect the Am-Ex debt which I am paying off on time. As a result of Am-Ex placing my account into collections my credit score has plummeted over 100 points. American Express has hired XXXX XXXX  XXXX as the debt collectiion agency who is harassing me despite the fact I am making timely payments to my American Express account. XXXX XXXX XXXX have repeatedly called me and are harrassing me for a debt that I do not owe. My payments to the American Express accounts they mention are current and I have no late payments to American express. The Fair Debt Collection Practices Act ( FDCPA ) and the Rosenthal Fair Debt Collection Practices Act ( RFDCPA ) expressly prohibits creditors and debt collectors from making false and misleading representations to consumers. To this point the American Express accounts XXXX is calling me about are current and I have made no late payments. I am using American Expresses online portal to make payments since my account was black listed by them. Under direction of American Express, XXXX continues to call and harrass me for a debt that is current with payments. ( See CFPB complaints XXXX and XXXX as a reference to this matter ) XXXX attorney 's that call me do not identify themselves by name and are aggressive. I have not recieved any mail from XXXX and their response to my CFPB complaint about them was the first I am learning they are calling/harassing me about an American expess account that is current. American Express attempts to collect debt that is current with payments are unwarrented and destroying my credit scores with credit reporting agencies. I am asking American Express and XXXX to stop harrassing me and will escalate my complaint to the United States Federal Trade Comission and other government agencies, including the FBI if this harassment for a debt I do not owe does not stop immediatly. American Express is violating the FDCPA laws through sending a debt I do not owe to a collection agency that continues to harass me. American Express needs to stop the illegal collection activities and update false information they are reporting to credit agencies which is severly impacting my current credit scores. Very Truely Yours",AMERICAN EXPRESS COMPANY,NJ,Web,5/4/2021,Closed with explanation,Yes
4347876,5/4/2021,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,"XXXX refuses to remove an account that was not mine. I have sent paper work to them, XXXX and Equifax and all but XXXX refuses to remove the account. I have now sent in 3 sets of paperwork, 4 times and they refuse.","EQUIFAX, INC.",MI,Web,5/4/2021,Closed with explanation,Yes
11092972,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes
11092986,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,"EQUIFAX, INC.",VA,Web,12/10/2024,In progress,Yes
11092987,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes
11092994,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",MO,Web,12/10/2024,In progress,Yes
11092997,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,"EQUIFAX, INC.",MS,Web,12/10/2024,In progress,Yes
10903908,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Experian Information Solutions Inc.,NY,Web,11/23/2024,In progress,Yes
11093045,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,"EQUIFAX, INC.",NY,Web,12/10/2024,In progress,Yes
11093136,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,"EQUIFAX, INC.",NJ,Web,12/10/2024,In progress,Yes
11093137,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,"EQUIFAX, INC.",NJ,Web,12/10/2024,In progress,Yes
11086531,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,Experian Information Solutions Inc.,CA,Web,12/9/2024,In progress,Yes
10903909,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Experian Information Solutions Inc.,OR,Web,11/23/2024,In progress,Yes
10903913,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Experian Information Solutions Inc.,DC,Web,11/23/2024,In progress,Yes
10903915,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Experian Information Solutions Inc.,TX,Web,11/23/2024,In progress,Yes
10903917,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,Experian Information Solutions Inc.,CA,Web,11/23/2024,In progress,Yes
4329172,4/26/2021,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Unable to get your credit report or credit score,Other problem getting your report or credit score,,Experian Information Solutions Inc.,NC,Phone,4/26/2021,Closed with explanation,Yes
10903921,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Experian Information Solutions Inc.,CA,Web,11/23/2024,In progress,Yes
4328532,4/26/2021,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,"I HAVE ACCOUNTS AND INQUIRIES ON MY CREDIT REPORT THAT I DO NOT RECOGNIZE, THEY ARE NOT MINE AND I WANT THEM REMOVED IMMEDIATELY","TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,Web,4/26/2021,Closed with explanation,Yes
11093154,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,"EQUIFAX, INC.",NY,Web,12/10/2024,In progress,Yes
11090810,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,Web,12/9/2024,In progress,Yes
10903923,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Experian Information Solutions Inc.,OR,Web,11/23/2024,In progress,Yes
10903929,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,"Nelnet, Inc.",FL,Web,12/3/2024,Closed with explanation,Yes
3809138,8/22/2020,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt was result of identity theft,,"EQUIFAX, INC.",TX,Web,8/22/2020,Closed with explanation,Yes
3809112,8/22/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,,"EQUIFAX, INC.",NY,Web,8/22/2020,Closed with explanation,Yes
10903930,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Experian Information Solutions Inc.,TX,Web,11/23/2024,In progress,Yes
3808749,8/22/2020,"Payday loan, title loan, or personal loan",Title loan,Struggling to pay your loan,,"I Obtained a title loan from the XXXX XXXX XXXX XXXX {$6100.00} in XX/XX/XXXX. I fe ; ; behind on payments because of lost of income and made arrangements to pay less. In XXXX covid pandemic stay at home were in place and I struggled more. I made small good faith payments and called the store about my situation. I was told Titlemax was closing XXXX  stores and they did not know what would happen and I would receive info by mail. I never did, In XXXX logged in to make a small payment but the loan information showed 0. I thought it was temporary. I called a the XX/XX/XXXX at XXXX pm ( I have phone records ) XXXX  customer service to find out my options and request some time to pay. I spoke with XXXX she said XXXX  was not repossessing and they would keep my title until I paid the charge off amount. She also said they might consider a settlement. I confirmed my mailing address and told her I need help until XXXX. They did not have options. They are claiming they did not receive the call but my notes and phone bill are proof. I have pais approx. {$3000.00} in payments. My car was repossessed without warning XX/XX/XXXX at XXXX XXXX, I called the police because I was unaware. Title max did not follow procedure to charge off or repossess. They did not communicate because they were in transition and did not have the staff to follow protocol. XX/XX/XXXX I spoke to XXXX in restitution department. He said they would not offer reinstatement only a settlement. I told him it was XXXX  Law to offer reinstatement. He said not. He offered a settlement of {$7000.00} due by XXXX XXXX or the car will be sold XXXX.",TMX Finance LLC,CA,Web,8/22/2020,Closed with explanation,Yes
11093231,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",TN,Web,12/10/2024,In progress,Yes
11093233,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,"EQUIFAX, INC.",GA,Web,12/10/2024,In progress,Yes
11093238,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,"EQUIFAX, INC.",GA,Web,12/10/2024,In progress,Yes
11093243,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",NC,Web,12/10/2024,In progress,Yes
3808696,8/22/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,"I have reviewed my credit report, and there is information that I have discovered which is not mine, which I would like to immediately dispute and have investigated. I believe that I may be a victim of identity theft. The accounts and inquiries that are on my credit that are not mine. I do not recognize these accounts and inquiries, and have never incurred debt with these creditors. I do not know where they came from.",Experian Information Solutions Inc.,DC,Web,8/22/2020,Closed with explanation,Yes
11087195,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information is missing that should be on the report,,Experian Information Solutions Inc.,MD,Web,12/9/2024,In progress,Yes
3808354,8/22/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,"on 3 different occasion i have sent depute letters to XXXX, TransUnion and XXXX about 2 collection accounts on my credit report and ask that an invention be done According to the Fair Credit Reporting Act, 15 U.S.C. 1681 Section 609 ( a ) ( 1 ) ( A ). the first letter was sent on XX/XX/2020 .and it came back as validated and verified, so i sent a second letter on XX/XX/2020 asking for proof of the investigation and a copy of the original creditors documentation on file to verify that this information is mine and is correct. And there response was to up date my credit report with validated and verified with no feather information on there investigation or how it was performed. My credit report shows that the investigation was opend and closed, so i'm sending a third letter asking that these 2 accounts be removed off of my report pursuant to Section 609 ( a ) ( 1 ) ( A ) & Section 611 ( a ) ( 1 ) ( A ) .of the FCRA.i am filing a complaint with  you and asking that an investigation be done on my behave to have these accounts removed for they are hurting my credit score and preventing me from obtaining funding that i need to fund my business.","TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,Web,8/22/2020,Closed with explanation,Yes
3812171,8/21/2020,Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,,"BANK OF AMERICA, NATIONAL ASSOCIATION",AR,Referral,8/25/2020,Closed with explanation,Yes
3808848,8/22/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,,Experian Information Solutions Inc.,TX,Web,8/22/2020,Closed with explanation,Yes
11089535,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Experian Information Solutions Inc.,NY,Web,12/9/2024,In progress,Yes
3807750,8/21/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,,"Adler Wallach & Associates, Inc.",KY,Web,8/21/2020,Closed with explanation,Yes
11092149,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OH,Web,12/10/2024,In progress,Yes
3807707,8/21/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Personal information incorrect,"On XX/XX/2020 I have contacted XXXX, Transunion, and XXXX to let them know that the addresses on my report were not mine. They stated they could not fix that for me at this time. Also, Inquiries that were on both my reports I had explained to them I do not have any accounts with them and that I never gave the people permission to use my information. They again stated to contact the companies to have them removed. I had contacted the companies and no information is in their system to show I have any account with them. Also, with XXXX  my name for under known alias is wrong and for my middle name they put XXXX instead of it being an XXXX. I have already filed a complaint with the Federal Trade Commission too.","TRANSUNION INTERMEDIATE HOLDINGS, INC.",VA,Web,8/21/2020,Closed with explanation,Yes
11093299,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes
11093300,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Old information reappears or never goes away,,"EQUIFAX, INC.",NY,Web,12/10/2024,In progress,Yes
11092225,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",VA,Web,12/10/2024,In progress,Yes
11080768,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,"EQUIFAX, INC.",FL,Web,12/9/2024,In progress,Yes
11080796,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",TX,Web,12/9/2024,In progress,Yes
11093321,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes
11093322,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes
11093324,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,,"EQUIFAX, INC.",PA,Web,12/10/2024,In progress,Yes
11093334,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes
11093359,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,"EQUIFAX, INC.",GA,Web,12/10/2024,In progress,Yes
11093360,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",GA,Web,12/10/2024,In progress,Yes
11093361,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",TN,Web,12/10/2024,In progress,Yes
11093363,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes
11093364,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,"EQUIFAX, INC.",CT,Web,12/10/2024,In progress,Yes
11093406,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes
11093410,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",TN,Web,12/10/2024,In progress,Yes
11089250,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,Web,12/9/2024,In progress,Yes
11093430,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,"EQUIFAX, INC.",GA,Web,12/10/2024,In progress,Yes
11080750,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,"EQUIFAX, INC.",CO,Web,12/9/2024,In progress,Yes
11080742,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Was not notified of investigation status or results,,"EQUIFAX, INC.",CA,Web,12/9/2024,In progress,Yes
11093449,12/10/2024,Debt collection,Other debt,Attempts to collect debt not owed,Debt was result of identity theft,,"EQUIFAX, INC.",WI,Web,12/10/2024,In progress,Yes
11092160,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,Web,12/10/2024,In progress,Yes
11092162,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Unable to get your credit report or credit score,Problem getting your free annual credit report,,"EQUIFAX, INC.",CO,Postal mail,12/10/2024,In progress,Yes
11092175,12/10/2024,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,TRANSWORLD SYSTEMS INC,LA,Web,12/10/2024,Closed with explanation,Yes
11092174,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IL,Web,12/10/2024,In progress,Yes
11092177,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,"EQUIFAX, INC.",OH,Web,12/10/2024,In progress,Yes
11092186,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,Web,12/10/2024,In progress,Yes
11092288,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,Experian Information Solutions Inc.,FL,Web,12/10/2024,In progress,Yes
11092287,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",SC,Web,12/10/2024,In progress,Yes
11093486,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes
11093489,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes
3809067,8/22/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,XXXXXXXX XXXX XXXX has been paid off since XX/XX/2018 which I have provided the receipts proof of to Experian yet once again they refuse to remove their inaccurate information provided on this account. Experian has reported money lion as a collection account which inaccurate I provided Experian with the proof of the paid off account yet they refuse to remove this inaccurate information off of my credit report. XXXX XXXX XXXX is reported as charge off with a balance {$360.00} which is not true. XXXX XXXX is a credit union and I never got a loan from them when for I asked them to send proof of why I owe {$360.00} they never did because it is not true. XXXX is reported as a collection account {$1400.00} which is inaccurate.,Experian Information Solutions Inc.,CA,Web,8/22/2020,Closed with explanation,Yes
